"ASIN on amazon.com","Title on amazon.com","Live price on Near Mint Games","Final price on Near Mint Games"
"B01J91AI70","Yu-Gi-Oh! - Triamid Master (TDIL-EN029) - The Dark Illusion - 1st Edition - Rare","0.01","0.01"
"B00BPDQK9G","Yu-Gi-Oh! - Gilford the Lightning (SP13-EN040) - Star Pack 2013 - Unlimited Edition - Starfoil Rare","1.08","1.08"
"B0028WKWNI","Yu-Gi-Oh! - Herald of Orange Light (TDGS-EN082) - The Duelist Genesis - 1st Edition - Rare","0.78","0.78"
"B00H7ILIWW","Yu-Gi-Oh! - Red Gadget (YSYR-EN020) - Starter Deck: Yugi Reloaded - 1st Edition - Common","0.01","0.01"
"B0062DSRQI","Yu-Gi-Oh! - Call of the Haunted (SD1-EN021) - Structure Deck 1: Dragon's Roar - 1st Edition - Common","0.01","0.01"
"B00H7IKN6E","Yu-Gi-Oh! - Blade Knight (YSKR-EN018) - Starter Deck: Kaiba Reloaded - 1st Edition - Common","0.01","0.01"
"B00YDFBOUI","Yu-Gi-Oh! - Theban Nightmare (YS15-ENL11) - Starter Deck: Dark Legion - 1st Edition - Common","0.01","0.01"
"B00OSRLOWE","Yu-Gi-Oh! - Blackwing - Brisote the Tailwind (LC5D-EN127) - Legendary Collection 5D's Mega Pack - 1st Edition - Common","0.01","0.01"
"B0062DWUMU","Yu-Gi-Oh! - Zoma the Spirit (PTDN-EN095) - Phantom Darkness - Unlimited Edition - Super Rare","1.61","1.61"
"B008H1LK3K","Yu-Gi-Oh! - Gishki Chain (HA05-EN034) - Hidden Arsenal 5 - 1st Edition - Secret Rare","0.27","0.27"
"B0028WJ8M4","Yu-Gi-Oh! - Maiden of Macabre (TDGS-EN084) - The Duelist Genesis - 1st Edition - Rare","",""
"B002YEGB1W","Yu-Gi-Oh! - Lord British Space Fighter (SOVR-EN035) - Stardust Overdrive - 1st Edition - Rare","0.55","0.55"
"B0062DV7RO","Yu-Gi-Oh! - Cyber Larva (LC02-EN007) - Legendary Collection 2 - Limited Edition - Ultra Rare","0.07","0.07"
"B00IDLRMQI","Pokemon - Rhyhorn (60/146) - XY - Reverse Holo","0.3","0.30"
"B00S5LLQCC","Pokemon - Excadrill (97/160) - XY Primal Clash - Holo","0.1","0.10"
"B071NLZ62V","Taillow - 103/145 - Common - Reverse Holo - Sun & Moon: Guardians Rising","0.06","0.06"
"B01AH3N5ME","Yu-Gi-Oh! - Cyber Dragon Infinity (BOSH-EN094) - Breakers of Shadow - 1st Edition - Secret Rare","8.4","8.40"
"B00OZ3AA5I","Pokemon - Galvantula (27/119) - XY Phantom Forces - Reverse Holo","0.44","0.44"
"B0062E2J4I","Yu-Gi-Oh! - Multiple Piece Golem (TDGS-EN038) - The Duelist Genesis - 1st Edition - Ultimate Rare","0.44","0.44"
"B0062DUULI","Yu-Gi-Oh! - Penguin Soldier (SDJ-022) - Starter Deck Joey - Unlimited Edition - Super Rare","0.41","0.41"
"B01B3LFRRA","Pokemon - Tierno (112/122) - XY BREAKPoint","0.05","0.05"
"B0082HHJV6","Yu-Gi-Oh! - Power Giant (BP01-EN161) - Battle Pack: Epic Dawn - 1st Edition - Common","0.12","0.12"
"B0062DWS4U","Yu-Gi-Oh! - Machina Force ( SDMM-EN009 ) - Structure Deck: Machina Mayhem - Unlimited Edition - Common","0.13","0.13"
"B0062DXEZ2","Yu-Gi-Oh! - Crab Turtle (MRL-069) - Magic Ruler - Unlimited Edition - Common","0.01","0.01"
"B0062DRSNQ","Yu-Gi-Oh! - Spear Dragon (SDDL-EN016) - Structure Deck: Dragunity Legion - 1st Edition - Common","0.31","0.31"
"B00FQU9KLO","Yu-Gi-Oh! - Labyrinth Wall (LCJW-EN220) - Legendary Collection 4: Joey's World - 1st Edition - Common","1.33","1.33"
"B0062DZVWQ","Yu-Gi-Oh! - Fiend&#39;s Sanctuary (DPKB-EN035) - Duelist Pack: Kaiba - 1st Edition - Super Rare","0.45","0.45"
"B00A42CSL8","Yu-Gi-Oh! - Heroic Champion - Kusanagi (ABYR-EN043) - Abyss Rising - 1st Edition - Super Rare","2.08","2.08"
"6304967632","The Silent Service [VHS]","1.6","1.60"
"B0062DVLAM","Yu-Gi-Oh! - Breakthrough! (FOTB-EN051) - Force of the Breaker - Unlimited Edition - Common","0.59","0.59"
"B00181L8WE","Yu-Gi-Oh! - Berserk Dragon (DR1-EN181) - Dark Revelations 1 - Unlimited Edition - Super Rare","1.92","1.92"
"B00HZLGCVI","Yu-Gi-Oh! - Deep-Space Cruiser IX (LVAL-EN010) - Legacy of the Valiant - 1st Edition - Common","0.01","0.01"
"B0062DT83E","Yu-Gi-Oh! - Kishido Spirit (MFC-038) - Magicians Force - Unlimited Edition - Common","0.41","0.41"
"B0062E1NX6","Yu-Gi-Oh! - D.D.R. - Different Dimension Reincarnation (SDDE-EN018) - Structure Deck The Dark Emperor - 1st Edition - Common","1.01","1.01"
"B0062DW7D2","Yu-Gi-Oh! - Reign-Beaux, Overlord of Dark World (STON-EN017) - Strike of Neos - Unlimited Edition - Ultra Rare","4.5","4.50"
"B008Y48FHY","Yu-Gi-Oh! - Swallowtail Butterspy (GAOV-EN013) - Galactic Overlord - Unlimited Edition - Common","0.02","0.02"
"B0062DVZ3K","Pokemon - Energy Restore (81) - Majestic Dawn","",""
"B0062DYD9I","Yu-Gi-Oh! - Trap Eater (CRMS-EN005) - Crimson Crisis - Unlimited Edition - Common","0.24","0.24"
"B00OJEWV6E","Yu-Gi-Oh! - Geargiano MK-II (SDGR-EN005) - Structure Deck: Geargia Rampage - 1st Edition - Common","0.01","0.01"
"B004DDYAN8","Yu-Gi-Oh! - Scrap Mind Reader (STBL-EN084) - Starstrike Blast - 1st Edition - Secret Rare","0.87","0.87"
"B00DCDHNGG","Yu-Gi-Oh! - Impenetrable Attack (YS13-EN034) - Super Starter: V for Victory - 1st Edition - Common","0.01","0.01"
"B0128V8MSU","Pokemon - Oddish (1/98) - Ancient Origins","0.13","0.13"
"B0062E1SPO","Yu-Gi-Oh! - D.D. Dynamite (SDDE-EN035) - Structure Deck The Dark Emperor - 1st Edition - Common","1.31","1.31"
"B0028WD08C","Yu-Gi-Oh! - Grave Squirmer (DP07-EN008) - Duelist Pack 7 Jesse Anderson - 1st Edition - Super Rare","0.3","0.30"
"B0077E45DK","Pokemon - Mewtwo-EX (54) - BW - Next Destinies - Holo","4.01","4.01"
"B0062DZA4K","Yu-Gi-Oh! - Spellbreaker of the Ice Barrier (HA03-EN048) - Hidden Arsenal 3 - Unlimited Edition - Super Rare","0.23","0.23"
"B06X3QYKX8","Lanturn - 50/149 - Rare - Pokemon Sun & Moon","0.01","0.01"
"B0028WKWCO","Yu-Gi-Oh! - Miracle Restoring (MFC-100) - Magicians Force - 1st Edition - Common","0.01","0.01"
"B0062DX14Q","Yu-Gi-Oh! - B.E.S. Big Core MK-2 (CRMS-EN030) - Crimson Crisis - Unlimited Edition - Rare","1.0","1.00"
"B009W6FMJ2","Yu-Gi-Oh! - Silver Sentinel (REDU-EN033) - Return of the Duelist - Unlimited Edition - Ultra Rare","0.1","0.10"
"B002YE7DUK","Yu-Gi-Oh! - Iron Core Armor (SOVR-EN053) - Stardust Overdrive - 1st Edition - Common","0.01","0.01"
"B00QKVZGM0","Yu-Gi-Oh! - First of the Dragons (NECH-EN050) - The New Challengers - Unlimited Edition - Super Rare","1.39","1.39"
"B0062DYCNU","Yu-Gi-Oh! - XX-Saber Hyunlei (ABPF-EN044) - Absolute Powerforce - Unlimited Edition - Ultra Rare","7.88","7.88"
"B00B1JDYUM","Yu-Gi-Oh! - Spellbook Star Hall (ABYR-EN088) - Abyss Rising - Unlimited Edition - Rare","0.11","0.11"
"B06ZZK3WLZ","Ojama Trio - SR04-EN034 - Common - 1st Edition - Structure Deck: Dinosmasher's Fury (1st Edition)","0.27","0.27"
"B00LU4Q27A","Yu-Gi-Oh! - Shadow Impulse (DRLG-EN032) - Dragons of Legend - Unlimited Edition - Super Rare","0.23","0.23"
"B00S5LM8NI","Pokemon - Seadra (31/160) - XY Primal Clash - Reverse Holo","0.24","0.24"
"B00CIE9WUU","Yu-Gi-Oh! - Evilswarm Azzathoth (DT07-EN074) - Duel Terminal 7B - Duel Terminal Edition - Parallel Rare","0.06","0.06"
"B00M9OE41Q","Yu-Gi-Oh! - Victory Viper XX03 (BP03-EN021) - Battle Pack 3: Monster League - 1st Edition - Common","0.01","0.01"
"B0062DXXNU","Yu-Gi-Oh! - Spirit Message &quot;L&quot; (LON-092) - Labyrinth of Nightmare - Unlimited Edition - Rare","0.42","0.42"
"B015EPNCR8","Yu-Gi-Oh! - Caius the Mega Monarch (MP15-EN215) - Mega Pack 2015 - 1st Edition - Ultra Rare","13.15","13.15"
"B015EPN44O","Yu-Gi-Oh! - Shaddoll Falco (MP15-EN078) - Mega Pack 2015 - 1st Edition - Rare","0.56","0.56"
"B00MJFIOC0","Pokemon - Flygon (76/111) - XY Furious Fists","0.61","0.61"
"B0062DPIBU","Yu-Gi-Oh! - Memory Crusher (CP07-EN016) - Champion Pack Game 7 - Promo Edition - Common","0.02","0.02"
"B00FQUA964","Yu-Gi-Oh! - Dice Try! (LCJW-EN272) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.02","0.02"
"B003MWXWOO","Yu-Gi-Oh! - Blackwing - Backlash (TSHD-EN064) - The Shining Darkness - 1st Edition - Rare","0.25","0.25"
"B0062DX7K4","Yu-Gi-Oh! - Wall of Revealing Light (AST-050) - Ancient Sanctuary - Unlimited Edition - Common","0.56","0.56"
"B00M9OFHEO","Yu-Gi-Oh! - Reptilianne Gorgon (BP03-EN067) - Battle Pack 3: Monster League - 1st Edition - Common","0.07","0.07"
"B075GY17H3","Red-Eyes B. Dragon - LEDU-EN000 - Common - 1st Edition - Legendary Duelists (1st Edition)","0.09","0.09"
"B00TR9QJIM","Yu-Gi-Oh! - Stellarknight Constellar Diamond (SECE-EN051) - Secrets of Eternity: Super Edition - Unlimited Edition - Ultimate Rare","2.29","2.29"
"B004L6G922","Yu-Gi-Oh! - Naturia Hydrangea (HA03-EN044) - Hidden Arsenal 3 - 1st Edition - Super Rare","0.28","0.28"
"B004DDUYLA","Pokemon - Illumise (64/102) - HS Triumphant","",""
"B0062E1QMO","Pokemon - Electabuzz (76) - Expedition","",""
"B0028WFEYU","Yu-Gi-Oh! - Howling Insect (SOD-EN025) - Soul of the Duelist - 1st Edition - Common","1.31","1.31"
"B002MHKYQY","Yu-Gi-Oh! - Yubel - Terror Incarnate (PTDN-EN007) - Phantom Darkness - 1st Edition - Ultra Rare","1.97","1.97"
"B01KKG9TOQ","Yu-Gi-Oh! - The Seal of Orichalcos (DRL3-EN070) - Dragons of Legend: Unleashed - 1st Edition - Ultra Rare","0.35","0.35"
"B00FQU9JAG","Yu-Gi-Oh! - Giant Trunade (LCJW-EN063) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.31","0.31"
"B008Y494WY","Yu-Gi-Oh! - Hieratic Seal of Reflection (GAOV-EN072) - Galactic Overlord - Unlimited Edition - Super Rare","0.31","0.31"
"B01IUAHRMK","Pokemon - Yveltal (65/114) - XY Steam Siege - Holo","0.61","0.61"
"B00H7IKUHG","Yu-Gi-Oh! - Blue-Eyes White Dragon (YSKR-EN001) - Starter Deck: Kaiba Reloaded - 1st Edition - Common","1.23","1.23"
"B0028WJ81K","Yu-Gi-Oh! - Cybernetic Cyclopean (CRV-EN017) - Cybernetic Revolution - 1st Edition - Common","0.01","0.01"
"B0062DXD1W","Yu-Gi-Oh! - Marauding Captain (5DS1-EN018) - 5Ds Starter Deck - Unlimited Edition - Common","0.07","0.07"
"B00ZDC2HKG","Yu-Gi-Oh! - Level Limit - Area A (AP07-EN013) - Astral Pack: Booster Seven - Unlimited Edition - Super Rare","0.01","0.01"
"B00150P4CS","Yu-Gi-Oh! - D.D. Trap Hole (CRV-EN057) - Cybernetic Revolution - 1st Edition - Ultimate Rare","0.77","0.77"
"B0124FD0NM","Yu-Gi-Oh! - Karma Cut (PGL2-EN067) - Premium Gold: Return of the Bling - Unlimited Edition - Gold Rare","0.7","0.70"
"B0062DZ0PE","Yu-Gi-Oh! - Chain Strike (CDIP-EN043) - Cyberdark Impact - Unlimited Edition - Common","1.36","1.36"
"B0062DRQJC","Yu-Gi-Oh! - Dragunity Brandistock (SDDL-EN010) - Structure Deck: Dragunity Legion - 1st Edition - Common","0.01","0.01"
"B0062DUJWS","Yu-Gi-Oh! - Puppet Plant (TU05-EN006) - Turbo Pack 5 - Promo Edition - Rare","0.14","0.14"
"B006JD9T2C","Yu-Gi-Oh! - The Transmigration Prophecy (SDGU-EN037) - Structure Deck 21: Gates of the Underworld - 1st Edition - Common","0.31","0.31"
"B0062DX85I","Yu-Gi-Oh! - Lightsworn Barrier (TDGS-EN075) - The Duelist Genesis - Unlimited Edition - Common","0.01","0.01"
"B00887DA7C","Yu-Gi-Oh! - Exiled Force (BP01-EN059) - Battle Pack: Epic Dawn - 1st Edition - Common","0.09","0.09"
"B01MDU5YTN","Yu-Gi-Oh! - Dino-Sewing (INOV-EN093) - Invasion: Vengeance - 1st Edition - Common","0.01","0.01"
"B00DOKVX4U","Yu-Gi-Oh! - Riryoku (BP02-EN142) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.17","0.17"
"B00FQUA2CA","Yu-Gi-Oh! - Trap Jammer (LCJW-EN111) - Legendary Collection 4: Joey's World - 1st Edition - Secret Rare","6.09","6.09"
"B00CRMUIT2","Yu-Gi-Oh! - Sonic Warrior (LTGY-EN090) - Lord of the Tachyon Galaxy - 1st Edition - Common","0.01","0.01"
"B0062DTJ42","Yu-Gi-Oh! - Scrap Archfiend (DREV-EN000) - Duelist Revolution - Unlimited Edition - Super Rare","0.55","0.55"
"B008CQEW4O","Yu-Gi-Oh! - Dark End Dragon (RYMP-EN066) - Ra Yellow Mega-Pack - Unlimited Edition - Super Rare","0.12","0.12"
"B06VTBKV1W","Fairy Tail - Rella - RATE-EN035 - Common - 1st Edition - Raging Tempest","0.02","0.02"
"B0062DUKVI","Yu-Gi-Oh! - Cyber Eltanin (TU05-EN008) - Turbo Pack 5 - Promo Edition - Rare","0.09","0.09"
"B0062DWUPC","Yu-Gi-Oh! - Enemy Controller (AST-037) - Ancient Sanctuary - Unlimited Edition - Ultra Rare","5.81","5.81"
"B0062DU7GG","Yu-Gi-Oh! - Freed the Brave Wanderer (IOC-014) - Invasion of Chaos - Unlimited Edition - Super Rare","0.48","0.48"
"B01NAUTQJR","Magic: the Gathering - Silkweaver Elite (125/184) - Aether Revolt - Foil","0.12","0.12"
"B01IUAKRWM","Pokemon - Hoppip (3/114) - XY Steam Siege - Reverse Holo","0.07","0.07"
"B00OSRJ15G","Yu-Gi-Oh! - Red Dragon Archfiend (LC5D-EN069) - Legendary Collection 5D's Mega Pack - 1st Edition - Common","0.41","0.41"
"B00DOKV77I","Yu-Gi-Oh! - Vylon Prism (BP02-EN108) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.31","0.31"
"B00K6LJXR4","Pokemon - Krokorok (57) - XY Flashfire - Reverse Holo","0.39","0.39"
"B00MJFIWEU","Pokemon - Drowzee (35/111) - XY Furious Fists","0.01","0.01"
"B01B3LDOOI","Pokemon - Shiftry (73/122) - XY BREAKPoint - Reverse Holo","0.01","0.01"
"B01M0P2831","Yu-Gi-Oh! - Blazewing Butterfly (LDK2-ENJ18) - Legendary Decks II - 1st Edition - Common","0.01","0.01"
"B00OZ33SUW","Pokemon - Litleo (11/119) - XY Phantom Forces","0.14","0.14"
"B01M9IT3ZR","Yu-Gi-Oh! - Catalyst Field (INOV-EN059) - Invasion: Vengeance - 1st Edition - Ultra Rare","0.69","0.69"
"B0062DW5E8","Yu-Gi-Oh! - Magician of Faith (SD6-EN005) - Structure Deck 6: Spellcaster's Judgment - 1st Edition - Common","0.74","0.74"
"B01M3XE4TS","Pokemon - Gastly (47/108) - XY Evolutions - Reverse Holo","0.01","0.01"
"B01IRSXPN0","Yu-Gi-Oh! - Apple Magician Girl (MVP1-EN015) - The Dark Side of Dimensions Movie Pack - 1st Edition - Ultra Rare","1.2","1.20"
"B0028WITXI","Yu-Gi-Oh! - The Eye of Truth (PSV-010) - Pharaohs Servant - 1st Edition - Common","0.1","0.10"
"B072L7NVH4","Chandelure - 13/145 - Holo Rare - Reverse Holo - Sun & Moon: Guardians Rising","0.01","0.01"
"B0062DWSRW","Yu-Gi-Oh! - Elemental HERO Great Tornado (LC02-EN010) - Legendary Collection 2 - Limited Edition - Ultra Rare","0.61","0.61"
"B0062DTX5C","Yu-Gi-Oh! - Senri Eye (MFC-089) - Magicians Force - Unlimited Edition - Common","0.09","0.09"
"B00B4Z54BU","Yu-Gi-Oh! - The Big Cattle Drive (CBLZ-EN063) - Cosmo Blazer - 1st Edition - Common","0.01","0.01"
"B00A42CVLU","Yu-Gi-Oh! - Heraldic Beast Aberconway (ABYR-EN012) - Abyss Rising - 1st Edition - Common","0.12","0.12"
"B01IUAKDY4","Pokemon - Hoppip (3/114) - XY Steam Siege","0.01","0.01"
"B015EPL9V4","Yu-Gi-Oh! - Canon the Melodious Diva (MP15-EN128) - Mega Pack 2015 - 1st Edition - Common","0.01","0.01"
"B0062DVZVM","Yu-Gi-Oh! - Monster Reincarnation (SDDL-EN028) - Structure Deck: Dragunity Legion - Unlimited Edition - Common","0.49","0.49"
"B01LBM1JU0","Yu-Gi-Oh! - Performapal Silver Claw (MP16-EN101) - Mega Pack 2016 - 1st Edition - Common","0.01","0.01"
"B00S73LBSM","Yu-Gi-Oh! - Sky Cavalry Centaurea (SECE-EN052) - Secrets of Eternity - 1st Edition - Ultra Rare","6.77","6.77"
"B00BYA9W0Y","Yu-Gi-Oh! - Red Duston (CBLZ-EN044) - Cosmo Blazer - Unlimited Edition - Common","0.12","0.12"
"B00EPOJ3OQ","Yu-Gi-Oh! - Ryko, Lightsworn Hunter (SDDC-EN023) - Structure Deck: Dragons Collide - Unlimited Edition - Common","0.04","0.04"
"B003AHF6TK","Yu-Gi-Oh! - Power Supplier (ABPF-EN007) - Absolute Powerforce - 1st Edition - Common","0.01","0.01"
"B00DOKV3PE","Yu-Gi-Oh! - Interplanetarypurplythorny Dragon (BP02-EN104) - Battle Pack 2: War of the Giants - 1st Edition - Mosaic Rare","0.15","0.15"
"B0754PNRR3","Performapal Extra Slinger - MP17-EN060 - Common - 1st Edition - 2017 Mega-Tin Mega Pack (1st Edition)","0.01","0.01"
"B0062DTPAA","Yu-Gi-Oh! - Big-Tusked Mammoth (FET-EN015) - Flaming Eternity - Unlimited Edition - Rare","0.07","0.07"
"B0062DZ8V0","Yu-Gi-Oh! - Trade-In (SDRL-EN019) - Structure Deck: Rise of the Dragon Lords - 1st Edition - Common","0.67","0.67"
"B0062DWG3S","Yu-Gi-Oh! - Red Ogre (CSOC-EN096) - Crossroads of Chaos - Unlimited Edition - Super Rare","0.02","0.02"
"B01C6MD9R0","Yu-Gi-Oh! - Red Nova Dragon (HSRD-EN024) - High-Speed Riders - 1st Edition - Rare","1.21","1.21"
"B06W9GBQQ5","Terminal World NEXT - RATE-EN067 - Common - 1st Edition - Raging Tempest","0.01","0.01"
"B071NLYBM7","Dhelmise - 59/145 - Holo Rare - Sun & Moon: Guardians Rising","0.01","0.01"
"B0062DV2M4","Yu-Gi-Oh! - Temple of the Six (STOR-EN051) - Storm of Ragnarok - Unlimited Edition - Super Rare","0.04","0.04"
"B015EPNWSM","Yu-Gi-Oh! - Void Launch (MP15-EN241) - Mega Pack 2015 - 1st Edition - Super Rare","0.01","0.01"
"B00DOKUGH0","Yu-Gi-Oh! - White Night Dragon (BP02-EN083) - Battle Pack 2: War of the Giants - 1st Edition - Rare","0.29","0.29"
"B0062DVLZC","Yu-Gi-Oh! - Dark City (LCGX-EN144) - Legendary Collection 2 - 1st Edition - Common","0.1","0.10"
"B0062DTKQY","Yu-Gi-Oh! - Dash Warrior (DREV-EN003) - Duelist Revolution - Unlimited Edition - Common","0.01","0.01"
"B0062DZV0S","Yu-Gi-Oh! - Cost Down (DPKB-EN033) - Duelist Pack: Kaiba - 1st Edition - Rare","3.02","3.02"
"B002B33HKO","Yu-Gi-Oh! - Deepsea Warrior (DB1-EN193) - Dark Beginnings 1 - Unlimited Edition - Common","0.05","0.05"
"B0062DUGU8","Yu-Gi-Oh! - Necro Fleur (WC11-EN001) - World Championship 2011 - Over the Nexus - Promo Edition - Ultra Rare","0.16","0.16"
"B00WTGHB28","Pokemon - Shaymin-EX (106/108) - XY Roaring Skies - Holo","19.74","19.74"
"B002YEGC16","Yu-Gi-Oh! - Reptilianne Medusa (SOVR-EN021) - Stardust Overdrive - 1st Edition - Common","0.75","0.75"
"B00LNPMZ7C","Yu-Gi-Oh! - Millennium Shield (YS14-EN004) - Super Starter - Space-Time Showdown - 1st Edition - Common","0.01","0.01"
"B0062DUOVO","Yu-Gi-Oh! - Overpowering Eye (STOR-EN094) - Storm of Ragnarok - Unlimited Edition - Rare","0.07","0.07"
"B075NWZNBD","Wily Goblin - Ixalan","0.01","0.01"
"B0062DRO6M","Pokemon - Potion (101) - EX Delta Species","",""
"B017AKMV2W","Yu-Gi-Oh! - D/D Savant Galilei (DOCS-EN091) - Dimension of Chaos - 1st Edition - Common","0.01","0.01"
"B0076NVFKS","Yu-Gi-Oh! - Blue-Eyes White Dragon (SDDC-EN004) - Structure Deck: Dragons Collide - 1st Edition - Common","1.31","1.31"
"B008OXKYW4","Yu-Gi-Oh! - Infestation Tool (HA06-EN030) - Hidden Arsenal 6: Omega Xyz - 1st Edition - Super Rare","0.01","0.01"
"B015YAOSX0","Yu-Gi-Oh! - Red Cocoon (HSRD-EN026) - High-Speed Riders - 1st Edition - Common","0.02","0.02"
"B008H1MSJU","Yu-Gi-Oh! - Gokipon (TU07-EN015) - Turbo Pack 7 - Unlimited Edition - Common","0.1","0.10"
"B00IDLT8XS","Pokemon - Wigglytuff (89/146) - XY","1.79","1.79"
"B01MTO0V7O","Yu-Gi-Oh! - Trade-In (DESO-EN051) - Destiny Soldiers - 1st Edition - Super Rare","2.45","2.45"
"B0062DXGCS","Yu-Gi-Oh! - Archlord Kristya (CT08-EN010) - 2011 Collectors Tins - Limited Edition - Super Rare","0.55","0.55"
"B00IU1LJXS","Yu-Gi-Oh! - Number C69: Heraldry Crest of Horror (LVAL-EN049) - Legacy of the Valiant - Unlimited Edition - Rare","0.21","0.21"
"B0062DZ7DE","Yu-Gi-Oh! - 4-Starred Ladybug of Doom (PSV-088) - Pharaohs Servant - Unlimited Edition - Common","0.17","0.17"
"B0062DV7HE","Yu-Gi-Oh! - Mother Spider (SOVR-EN019) - Stardust Overdrive - Unlimited Edition - Rare","0.09","0.09"
"B00P8D1742","Yu-Gi-Oh! - Oracle of the Herald (NECH-EN066) - The New Challengers - 1st Edition - Common","0.02","0.02"
"B002MHF5MC","Yu-Gi-Oh! - Pyramid Energy (DB2-EN237) - Dark Beginnings 2 - Unlimited Edition - Common","0.01","0.01"
"B0062DVI0A","Yu-Gi-Oh! - Toon Dark Magician Girl (JUMP-EN010) - Shonen Jump Magazine Promos - Promo Edition - Ultra Rare","6.26","6.26"
"B0062DZ7WA","Yu-Gi-Oh! - Dark Hole (SDY-022) - Starter Deck Yugi - Unlimited Edition - Common","0.29","0.29"
"B06WP2B8T2","Team Skull Grunt - 133/149 - Uncommon - Pokemon Sun & Moon","0.17","0.17"
"B071D2B68L","Twin Twisters - SR04-EN024 - Common - 1st Edition - Structure Deck: Dinosmasher's Fury (1st Edition)","5.8","5.80"
"B005SAJZD0","Pokemon - Riolu (50/95) - Call Of Legends","",""
"B00CRMUD0G","Yu-Gi-Oh! - Fire Formation - Kaiyo (LTGY-EN075) - Lord of the Tachyon Galaxy - 1st Edition - Common","0.01","0.01"
"B00MJFISFS","Pokemon - Noivern (77/111) - XY Furious Fists - Holo","0.84","0.84"
"B00939DEUC","Yu-Gi-Oh! - Geargiano Mk-II (REDU-EN027) - Return of the Duelist - 1st Edition - Rare","0.01","0.01"
"B01IUAG9HO","Pokemon - Primeape (53/114) - XY Steam Siege - Reverse Holo","0.17","0.17"
"B071L41VRL","SPYRAL GEAR - Last Resort - MACR-EN087 - Rare - 1st Edition - Maximum Crisis (1st Edition)","0.07","0.07"
"B0062DWZDY","Yu-Gi-Oh! - Naturia Mantis (HA04-EN049) - Hidden Arsenal 4: Trishulas Triumph - Unlimited Edition - Super Rare","0.01","0.01"
"B00EV7VO4E","Yu-Gi-Oh! - D.D. Esper Star Sparrow (HA07-EN031) - Hidden Arsenal 7: Knight of Stars - Unlimited Edition - Secret Rare","0.28","0.28"
"B018RHEEI6","Yu-Gi-Oh! - Raidraptor - Singing Lanius (CORE-EN014) - Clash of Rebellions - Unlimited Edition - Common","0.01","0.01"
"B00A42DGH8","Yu-Gi-Oh! - Ape Magician (ABYR-EN092) - Abyss Rising - 1st Edition - Common","0.01","0.01"
"B002MHMQGU","Yu-Gi-Oh! - Penguin Soldier (DB2-EN105) - Dark Beginnings 2 - Unlimited Edition - Common","0.89","0.89"
"B00B4Z4V28","Yu-Gi-Oh! - Hazy Flame Basiltrice (CBLZ-EN049) - Cosmo Blazer - 1st Edition - Rare","0.07","0.07"
"B071YSN55V","Gothitelle - 54/145 - Rare - Reverse Holo - Sun & Moon: Guardians Rising","0.01","0.01"
"B0071Q5E4S","Yu-Gi-Oh! - White Night Queen (ORCS-EN090) - Order of Chaos - 1st Edition - Rare","0.09","0.09"
"B00QH7F7PS","Yu-Gi-Oh! - Honest (SDBE-EN017) - Structure Deck: Saga of Blue-Eyes White Dragon - Unlimited Edition - Common","1.2","1.20"
"B01B3LFWHA","Pokemon - Mega-Gyarados-EX (115/122) - XY BREAKPoint - Holo","8.81","8.81"
"B0082JEP6G","Yu-Gi-Oh! - Drillroid (BP01-EN191) - Battle Pack: Epic Dawn - 1st Edition - Common","0.05","0.05"
"B002MHHEMG","Yu-Gi-Oh! - Cyber Dragon (GLD1-EN022) - Gold Series 1 - Limited Edition - Gold Rare","1.23","1.23"
"B00K6LILJK","Pokemon - Geodude (45) - XY Flashfire - Reverse Holo","0.24","0.24"
"B0028WH62S","Yu-Gi-Oh! - Backs to the Wall (FOTB-EN052) - Force of the Breaker - 1st Edition - Common","",""
"B01M8Q4YC8","Yu-Gi-Oh! - Crystron Impact (INOV-EN072) - Invasion: Vengeance - 1st Edition - Common","0.01","0.01"
"B00ZSD5OZ0","Yu-Gi-Oh! - Barbar, Malebranche of the Burning Abyss (CROS-EN083) - Crossed Souls - Unlimited Edition - Rare","0.02","0.02"
"B0062DS41G","Pokemon - Boldore (52) - Emerging Powers","0.1","0.10"
"B00X05FTQW","Yu-Gi-Oh! - Putrid Pudding Body Buddies (CROS-EN037) - Crossed Souls - 1st Edition - Common","0.01","0.01"
"B00FQUA58Q","Yu-Gi-Oh! - Lord Poison (LCJW-EN120) - Legendary Collection 4: Joey's World - 1st Edition - Common","0.35","0.35"
"B00DOKVK0W","Yu-Gi-Oh! - Horn of the Unicorn (BP02-EN134) - Battle Pack 2: War of the Giants - 1st Edition - Common","0.3","0.30"
"B0062E0ABC","Pokemon - Skitty (79) - EX Sandstorm","",""
